id,prediction
MoAgHgTlF6,0.52976596
LiCsAsAuI6,0.13730268
CoAuAgPtCl6,-0.008629757
CuTlCaBaBr6,2.0693748
LiRbAlCuCl6,0.32456404
TiRbLiSnCl6,0.0024905787
LiPbBeHgCl6,0.093875736
BeNaBaTlCl6,3.5196126
ZnAgCdHgF6,0.784101
MnFeRbTlF6,0.044715695
RbPbNaSrI6,2.5165124
BeCuMnAuCl6,0.061854787
Cu2BeFeBr6,-0.0026228703
NaScRbAgF6,0.30468005
NiPtCsHgCl6,0.021499207
CrAgFeTlCl6,0.004223714
TiCsCuSrCl6,-0.0014614459
CuAgRbDyF6,-0.003238666
AgHgCuSmCl6,0.008152058
CuTlHg2F6,-0.01668765
BeSnLiRbCl6,2.3466942
LiTlAgGdBr6,0.056969374
RbHgNaSmF6,0.09776857
RbSnCoCsF6,0.14590913
AsTlRbHgF6,0.06103729
Rb2NaSmI6,0.14974946
MgHgMnCuCl6,0.24658608
SnTlSrHgCl6,0.9299022
SrCsMnRbBr6,2.4582448
MnAuSrTlCl6,1.0630944
TiHgNaSnF6,0.022666182
RbAgTiAuCl6,0.005945531
NaMgCuTlCl6,0.23605403
CaFeAgCsCl6,0.19616795
NaScRbAgCl6,2.709298
NaCsBeZnI6,0.17080697
MgCsCaAgCl6,2.006782
FeCuLiSnBr6,0.0021294795
LiTiHgPbF6,0.01656558
NaMgCaCuI6,0.29374403
TiRbCaCsCl6,0.060576133
ZnPbNaAuI6,-0.02262513
LiNiRbHgF6,0.41309625
CrSrLiCsCl6,0.4150187
CuAuLuTlCl6,0.5098898
BaNaBr3,3.0594735
CuEuNaFeCl6,0.16849616
RbHgCuDyCl6,0.006626169
AgAuMnFeCl6,-0.0054985564
CsTlMnBaF6,2.5594692
NiAgMnRbBr6,0.011524546
GaHgAgCsCl6,0.17784926
Cs2CdSnI6,0.80165654
FeRbNaCaF6,1.3176775
CaAuSnTlI6,0.96960104
CuRbLiInF6,0.8997899
LiAgCaEuBr6,1.528198
FeBaCu2F6,-0.00278221
FeHgCsBaF6,0.018362338
CrCdAgCsBr6,0.021808852
AgPtNiAuCl6,0.006976112
CuEuLiCaCl6,0.773162
LiMgSrCsF6,4.442099
PdTlMgCsCl6,0.39121467
CuPtRbCsBr6,0.005366894
Rb2CuAsCl6,0.70536166
AgHgScTlF6,1.9962991
CuTlMoHgCl6,0.7498391
LiPbFeCuI6,-0.003634112
MnHgCrCuF6,-0.011260016
NaSnLiNiCl6,0.09928547
AgBaCoTlCl6,0.14071399
LiNiCsPtCl6,0.08998017
ZnHgCsPbF6,0.15749338
CsHgNaBiF6,2.7464874
AgHgCrMnCl6,-0.0015594792
CrTlTiCsCl6,0.016607326
PmTlNaRbCl6,1.8574423
Rb2ZnBaCl6,3.5372615
CdBaLiTlI6,2.3213124
NaTlLiLaBr6,1.0482562
LiRbNaLuI6,0.1108032
BaAuEuHgCl6,0.09216837
Ag2NaCeF6,0.13179474
CsBaPdAgF6,0.0039295116
Na2CsNdF6,0.775087
SnHgZnAuCl6,0.05226801
CrCuPtTlF6,0.012579905
NiRbCaHgCl6,-0.012427865
NaCaSrTlF6,4.8074265
CsTlTiMnF6,0.0041128537
ZnRbNaCaI6,1.4292009
CuCsLiGaI6,0.18584399
BeZnAgCsCl6,0.9941312
CaCuPtTlF6,0.2108939
CsTlAsRbF6,3.6704075
RbTbLiTlF6,3.1393826
BeBaLiCsCl6,3.2570438
SnEuAg2Br6,0.01598151
MgSnHg2F6,0.03280527
LiBeSrTlBr6,3.212773
CuAgScHgCl6,0.25914073
NaCdNiCuF6,0.0062896693
SbTlCuAgCl6,0.7848725
NaZnCdHgF6,0.785876
FeHgSnCsCl6,0.016176267
CaHgAgTlF6,0.24628842
NaTlCuBaCl6,0.8823584
AgNdCu2Br6,-0.0040130652
AsAgNaTlF6,1.646307
TiAuCaRbCl6,0.0013792925
NbTlLiNaBr6,0.19309118
CrHgFeAgCl6,-0.021369724
RbCdMnCuF6,0.018268343
MnRbNaSnF6,1.4483597
Rb2LiTbBr6,0.8469389
MgNiAgTlBr6,0.36387402
CuPtRbSrF6,0.050170295
ZnCsNaPdF6,-0.0023653142
FeAgBaHgF6,0.008231456
PmAuAgCsCl6,0.028577765
CdCsLiSrF6,4.409903
CuCsZnTlCl6,0.34490293
NaTlFeHgBr6,0.006186684
CuCsCo2F6,-0.01514744
CoCuZnRbF6,0.053420007
Na2AgBiCl6,1.7460728
NiEuNaAgCl6,0.07104459
LiRbCr2F6,-0.022406274
SrHgNiTlCl6,0.33811334
CaAgNiHgF6,0.044020295
AgMgF3,2.000793
NaMgTiHgCl6,-0.005836145
CoRbCaTlF6,1.0336545
SrTlRbCdI6,2.5758424
LiTmNaAgBr6,0.1535873
NaPbCaAgF6,1.7290426
NaCuMg2Cl6,2.0738428
NaAlLiTlI6,2.3819377
NaCrCaCsI6,2.0120902
RbBaCaCuBr6,0.72135836
CsLaHgTlCl6,0.11474262
Ag2HgPbF6,0.4460523
CsEuMgAgBr6,0.11555688
SnPtCuTlCl6,0.05152133
AgPbCdCsCl6,1.561233
RbTlAlHgF6,1.8164978
Ni2NaAgBr6,0.06907526
MgHgNiAuCl6,0.013811454
NaSnCaAuI6,0.274608
PdSnRbTlCl6,0.10669659
CsTlRbDyI6,2.27425
ZnAgRbPdF6,0.010000935
MgPdRb2Cl6,0.09313708
Cs2NaLaF6,2.1579325
LiTlCrSrBr6,0.1878384
NaZnCrCuCl6,-0.009409395
RbSrLiEuI6,2.2442644
BeTlTiAgCl6,0.0011272884
LiSnAgEuBr6,0.5803837
SrTlBeRbI6,2.6675105
AgHgPb2F6,1.6712497
MnPtNaHgF6,0.0015832968
LiNaCdSnI6,0.9721428
CuRbLiTlBr6,0.19082764
MgCuCaTlCl6,1.9769195
CuAuLiMgCl6,0.011649966
LiGaNaAgCl6,-0.10059283
RbEuNaFeBr6,0.3638759
BeAgSrTlBr6,2.0380962
CsAuZnPbCl6,0.025640864
CuEuZnAgBr6,-0.0038320925
RbBaNaSrBr6,3.7023182
CuCdNaSnF6,0.17029321
SnBaCuAuCl6,0.06338146
CuGaAgTlCl6,0.21349044
CuCsRbBiCl6,0.77848893
MgCuNaFeBr6,0.3316508
RbSrCrAuCl6,-0.007881006
LiRbNiPtBr6,0.45481578
BePbNaCsI6,1.5886072
ZnHgCaAgCl6,0.0884308
NiCdLiRbBr6,0.10225562
NaTlBaHgI6,1.8644615
LiCsMgTiCl6,0.0012410156
RbHgLiMgBr6,0.037889913
CaPbLi2F6,5.5609584
Rb2LiLaI6,0.7260982
ScAgCu2Cl6,0.14596047
Cs2InAuI6,-0.021006284
NaPbLiSnI6,1.3513864
MnCsLiZnF6,2.5768688
BeCuAgHgF6,0.0046785898
BaTlRbHgBr6,1.9903682
CdCsMgCuF6,0.056278862
CrCuLiMnF6,1.4650897
LiHgBeFeCl6,0.005049384
BaAuBeAgCl6,0.21405888
LiAuFeNiCl6,-0.0031012718
SrAgCoRbF6,0.67852104
NaEuHg2Cl6,0.0501763
LaHgLiCuCl6,0.010236214
MgRbNiCsI6,1.3504368
FePtLiHgF6,-0.010990384
RbSnNaPdBr6,0.06382422
LiFeZnRbF6,0.12510785
CaPtLiCuF6,0.003977465
CuRbZn2Cl6,0.7432627
NaZnLiHgCl6,0.055128854
RbEuNaAuI6,-0.032831054
NaCdLiSrF6,3.6748848
NaHgFeRbCl6,0.0093005225
LiSrFeTlBr6,0.55245036
Rb2SrSnBr6,2.5648854
LiAuSnBaCl6,0.99796784
CuZnMgHgCl6,0.11536523
BeHgMgCsCl6,0.4302621
Cs2CaPdI6,0.010032905
CsEuLiNaI6,0.036658466
CuCdAgSnCl6,0.002450686
PmTlCuAuCl6,0.009831665
MgCuSrHgF6,0.0990188
CuRbGdTlBr6,0.1055272
CuHgDyTlF6,0.22253211
ZnTlLiMgF6,5.3680835
NiCdAgCsCl6,0.072650954
CuPbZnCsCl6,0.36996698
CoCdNaRbF6,-0.007412902
TiCuFeHgF6,-0.047744907
NaLuTl2I6,2.2513702
RbAuNaInCl6,0.58922964
CuInRbCsBr6,-0.0026191059
CuAuCaEuCl6,0.4254335
CuAuMnNiCl6,0.07274624
AgTbLiTlCl6,0.83409184
NbAgCuTlF6,0.011500764
BePtLiNaF6,1.3421314
NiSnCs2I6,1.75649
LiFeBaAuCl6,0.043623753
ZnCdRb2Cl6,0.6650305
LiCoCrAuCl6,-0.02478106
CoHgCuPbF6,-0.02361763
NbCsNaHgF6,0.0009592317
AgTlNaCuCl6,0.004940579
CuAgNdTlBr6,0.011371626
CaSnAgCsF6,0.5130154
CoNiLiCsCl6,0.014116196
NaInCu2I6,0.0056258133
NaBiLiCuF6,0.09436783
NiCuNa2I6,0.003985173
Rb2CrCdF6,-0.0046606576
CuPrLiNaBr6,0.12813129
LiCsTiPbCl6,-0.013127026
CsTlCr2F6,-0.0076601207
CdPtLiAgCl6,0.004640768
CaCuCsAuI6,1.1517702
MgCuNaPtF6,0.005730893
NiTlCdAuI6,-0.003975167
NaHgSrCsBr6,0.49710593
LiBeNiAuI6,-0.00078955514
Cu2LiCrF6,2.9661942
FeTlNaMnBr6,0.13488665
Na2MgBaCl6,3.399411
NbAgCu2Cl6,-0.022438146
CuSnBeTlF6,1.5581685
CuTlLiMnCl6,1.2437154
LiTiNaAuCl6,-0.002130686
BePbNaRbCl6,2.3748107
NaFeCuHgF6,-0.016316941
ZnTlNaCaBr6,2.8591278
CoRbNaTiCl6,0.015813801
AgPtRbPdCl6,0.008226504
ZnRbNaCrF6,0.18197444
NbAuRbHgCl6,0.006019468
CsPbTiTlBr6,0.08481525
MnRbSnTlF6,2.2686725
NaCaMgTlCl6,3.6414895
MgCsNaCuBr6,0.0018944778
LiLaNa2I6,-0.03657714
Li2FeCsBr6,0.33974892
SrBaRbCsF6,4.1760855
AgCsCuRuF6,0.0038741373
FeCuAgSnBr6,0.004867072
CaCuLi2Cl6,0.74980545
NaCoCuAgCl6,-0.0038540636
TiAuHgPbCl6,-0.009812387
BeCsSrAgF6,1.4781196
CuHgSrAuCl6,0.010482019
NaBaCdHgCl6,0.21127555
AgPmNaHgCl6,0.8610352
CeAuNaRbCl6,0.069818564
BaEuCu2Br6,0.05432869
SnHgBeNaF6,0.550931
CuAuNaHoCl6,0.10710703
NiTlLiPbCl6,1.1093
TiAgLiMnF6,0.006538759
NaRbMgCaBr6,4.0842347
PdSnLiCsF6,0.23002946
AgBaNaCuF6,0.009816629
MgAgNaPdBr6,0.07999594
AgAuCsCeCl6,0.02301874
MoAuNaHgCl6,0.22263941
SrAuCdTlCl6,2.0888507
AgHgNiSnCl6,-0.0023325093
MgAgCrTlF6,0.43796474
LiInAuTlI6,1.5491817
NaCdLiPbF6,2.4323816
CoAuHg2Cl6,0.24180274
NaSnMgTlF6,3.6146145
ZnHgAuPbCl6,-0.0075859665
CuEuNaZnI6,-0.0038878233
NaCoAgHgCl6,0.007402146
CuHgNaInCl6,-0.0026324638
NaAgLiMnCl6,0.243785
CsPtZnTlCl6,0.68781126
FeRbBaHgF6,0.0020157925
ScCuNaTlCl6,1.4469669
NaCuNbTlF6,0.010534473
CrCsLiSnBr6,0.0107187955
CrAgNaBaCl6,0.03291004
SrTlCrHgCl6,0.18209288
AgBaRbPbBr6,2.7304397
AgHgRhCsCl6,0.018557962
MgSnNaAuI6,-0.020658644
CuAgPrTlBr6,0.013345892
MgBaCuRbBr6,2.1734703
CrCuLiTiBr6,0.0033521422
TiBaCs2Br6,0.07098143
SrPtNaCsF6,0.70422834
RbCsMoTlCl6,1.5832245
AgPtBeRbF6,0.0592326
